Family Number	Protein Family
5463	ivy family
5464	IWR1/SLC7A6OS family
5465	IWS1 family
5466	Izumo family
5467	jacalin lectin family
5468	JADE family
5469	jagunal family
5470	JAKMIP family
5471	janus family
5472	JARID1 histone demethylase family
5473	JARID2 family
5474	JHDM1 histone demethylase family
5475	JHDM1 histone demethylase family. JHDM1D subfamily
5476	JHDM2 histone demethylase family
5477	JHDM3 histone demethylase family
5478	JIP scaffold family
5479	JMJD6 family
5480	JMY family
5481	JTB family
5482	junctophilin family
5483	JUPITER family
5484	KAE1 / TsaD family
5485	KAE1 / TsaD family. TsaB subfamily
5486	KaiA family
5487	KaiB family
5488	KaiC family
5489	KAL family
5490	KamD family
5491	KamE family
5492	kappa-casein family
5493	KAR5 family
5494	kazrin family
5495	KBTBD8 family
5496	KCE family
5497	KCH1 low affinity K(+) transporter family
5498	KCMF1 family
5499	KCNMB (TC 8.A.14.1) family. KCNMB1 subfamily
5500	KCNMB (TC 8.A.14.1) family. KCNMB2 subfamily
5501	KCNMB (TC 8.A.14.1) family. KCNMB3 subfamily
5502	KCNMB (TC 8.A.14.1) family. KCNMB4 subfamily
5503	KCTD3 family
5504	KDELC family
5505	KdgT transporter family
5506	KdpA family
5507	KdpC family
5508	KdpF family
5509	KdsA family
5510	KdsB family
5511	KdsC family
5512	KduI family
5513	KEAP1 family
5514	KEI1 family
5515	ketol-acid reductoisomerase family
5516	ketopantoate reductase family
5517	KHDC1 family
5518	KHDRBS family
5519	KHG/KDPG aldolase family
5520	KhpA RNA-binding protein family
5521	KhpB RNA-binding protein family
5522	KHSRP family
5523	KIAA1841 family
5524	KICS2 family
5525	KIF-binding protein family
5526	KIN17 family
5527	kinase AmgK family
5528	kindlin family
5529	kinectin family
5530	kinesin light chain family
5531	kinin family
5532	KISH family
5533	KISS1 family
5534	KLHDC10 family
5535	KLHL40 family
5536	KMP-11 family
5537	KNL2 family.
5538	KNR4/SMI1 family
5539	KptA/TPT1 family
5540	KRE1 family
5541	KRE28 family
5542	KRE9/KNH1 family
5543	KRI1 family
5544	KRR1 family
5545	KRTAP type 1 family
5546	KRTAP type 10 family
5547	KRTAP type 12 family
5548	KRTAP type 16 family
5549	KRTAP type 19 family
5550	KRTAP type 2 family
5551	KRTAP type 20 family
5552	KRTAP type 21 family
5553	KRTAP type 3 family
5554	KRTAP type 4 family
5555	KRTAP type 5 family
5556	KRTAP type 6 family
5557	KRTAP type 7 family
5558	KRTAP type 8 family
5559	KRTAP type 9 family
5560	KRTCAP2 family
5561	krueppel C2H2-type zinc-finger protein family
5562	krueppel C2H2-type zinc-finger protein family. Hic subfamily
5563	krueppel C2H2-type zinc-finger protein family. ZBTB18 subfamily
5564	krueppel C2H2-type zinc-finger protein family. ZFP57 subfamily
5565	krueppel C2H2-type zinc-finger protein family. ZFX/ZFY subfamily
5566	KTI12 family
5567	KtrA potassium transport family
5568	ku70 family
5569	ku80 family
5570	KXD1 family
5571	kynureninase family
5572	kynurenine formamidase family
5573	L-aspartate dehydrogenase family
5574	L-aspartate semialdehyde sulfurtransferase family
5575	L-cysteine desulfidase family
5576	L-fucose isomerase family
5577	L-proline cis-4-/cis-3-hydroxylase family
5578	L-rhamnose transporter (TC 2.A.7.6) family
5579	L-ribulose-5-phosphate 3-epimerase family
5580	L-seryl-tRNA(Sec) kinase family
5581	L/F-transferase family
5582	L2HGDH family
5583	L5likevirus endolysin B protein family
5584	L5likevirus excisionase protein family
5585	L5likevirus major capsid protein gp17 family
5586	L5likevirus tail assembly protein family
5587	L6 tetraspanin family
5588	laat-1 family
5589	LacAB/RpiB family
5590	lactate permease family
5591	lactate racemase family
5592	Lactobacillus delbrueckii bacteriophages ORF1 protein family
5593	Lactobacillus delbrueckii bacteriophages ORF5 protein family
5594	LAG3 family
5595	LAGLIDADG endonuclease family
5596	lagovirus VP2 protein family
5597	LamB/PxpA family
5598	lambda interferon family
5599	lambda phage bor family
5600	lambda phage CII protein family
5601	lambda phage cII protein family
5602	lambda phage CIII protein family
5603	lambda phage cIII protein family
5604	lambda phage gpD family
5605	lambda phage gpW family
5606	lambda phage kil family
5607	lambda phage major capsid protein family
5608	lambda phage ral family
5609	lambda phage S protein family
5610	lambda-like tail assembly protein family
5611	lambda-like tail terminator protein family
5612	lambda-like tail tip protein I family
5613	lambda-like tail tip protein L family
5614	lambda-like tail tip protein M family
5615	lambdalikevirus o-spanin family
5616	Lambdalikevirus tail completion protein family
5617	lambdavirus holin family
5618	Lambdavirus i-spanin family
5619	lambdavirus large terminase family
5620	Lambdavirus o-spanin family
5621	Lambdavirus tape measure protein family
5622	LAMP family
5623	LAMTOR1 family
5624	LAMTOR3 family
5625	LAMTOR5 family
5626	LanC-like protein family
5627	lanthionine-containing morphogen family
5628	lanthionine-containing morphogen protein family
5629	LAP (LRR and PDZ) protein family
5630	LapA family
5631	LapB family
5632	LAPTM4/LAPTM5 transporter family
5633	LarC family
5634	LarE family
5635	large terpene synthase family
5636	lariat debranching enzyme family
5637	LARP family
5638	LARP7 family
5639	LAS1 family
5640	LBH family
5641	LCA5 family
5642	LCE family
5643	LCL3 family
5644	LcrH/SycD chaperone family
5645	lcsJ thioesterase family
5646	LDAF1 family
5647	LDB family
5648	LDB17 family
5649	LDB19 family
5650	LDH/MDH superfamily
5651	LDH/MDH superfamily. LDH family
5652	LDH/MDH superfamily. MDH type 1 family
5653	LDH/MDH superfamily. MDH type 2 family
5654	LDH/MDH superfamily. MDH type 3 family
5655	LDH2/MDH2 oxidoreductase family
5656	LDH2/MDH2 oxidoreductase family. DlgD subfamily
5657	LDLR family
5658	LDOC1 family
5659	Ldr toxic peptide family
5660	LDS family
5661	LEA type 1 family
5662	LEA type 2 family
5663	LEA type 3 family
5664	LEA type 4 family
5665	LEA type SMP family
5666	LEAP2 family
5667	learning-associated protein family
5668	LecA/PllA lectin family
5669	LECT2/MIM-1 family
5670	Lederbergvirus large terminase family
5671	LEG1 family
5672	leguminous Kunitz-type inhibitor family
5673	leguminous lectin family
5674	LEM family
5675	LemA family
5676	lentivirus primate group Nef protein family
5677	lentivirus VPX protein family
5678	lentiviruses Tat family
5679	lentiviruses Vif protein family
5680	LEO1 family
5681	leprecan family
5682	leptin family
5683	LETM1 family
5684	leucine-binding protein family
5685	LeuD family
5686	LeuD family. LeuD type 1 subfamily
5687	LeuD family. LeuD type 2 subfamily
5688	leukocyte receptor complex/polymeric immunoglobulin receptor (PIR/LRC) family
5689	Leviviricetes capsid protein family
5690	Leviviricetes lysis protein family
5691	Leviviricetes maturation protein family
5692	Lgt family
5693	LHFP family
5694	LicD transferase family
5695	LIF/OSM family
5696	ligand-gated ion channel (TC 1.A.9) family
5697	ligand-gated ion channel (TC 1.A.9) family. 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily. HTR3A sub- subfamily
5698	ligand-gated ion channel (TC 1.A.9) family. 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily. HTR3B sub- subfamily
5699	ligand-gated ion channel (TC 1.A.9) family. 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily. HTR3C sub- subfamily
5700	ligand-gated ion channel (TC 1.A.9) family. 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily. HTR3D sub- subfamily
5701	ligand-gated ion channel (TC 1.A.9) family. 5-hydroxytryptamine receptor (TC 1.A.9.2) subfamily. HTR3E sub- subfamily
5702	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily
5703	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-1/CHRNA1 sub- subfamily
5704	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-10/CHRNA10 sub- subfamily
5705	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-2/CHRNA2 sub- subfamily
5706	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-3/CHRNA3 sub- subfamily
5707	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-4/CHRNA4 sub- subfamily
5708	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-5/CHRNA5 sub- subfamily
5709	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-6/CHRNA6 sub- subfamily
5710	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-7/CHRNA7 sub- subfamily
5711	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Alpha-9/CHRNA9 sub- subfamily
5712	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Beta-1/CHRNB1 sub- subfamily
5713	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Beta-2/CHRNB2 sub- subfamily
5714	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Beta-3/CHRNB3 sub- subfamily
5715	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Beta-4/CHRNB4 sub- subfamily
5716	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Delta/CHRND sub- subfamily
5717	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Epsilon/CHRNE sub- subfamily
5718	ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Gamma/CHRNG sub- subfamily
5719	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily
5720	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRA1 sub- subfamily
5721	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRA2 sub- subfamily
5722	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRA3 sub- subfamily
5723	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRA4 sub- subfamily
5724	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRA5 sub- subfamily
5725	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRA6 sub- subfamily
5726	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRB1 sub- subfamily
5727	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRB2 sub- subfamily
5728	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRB3 sub- subfamily
5729	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRB4 sub- subfamily
5730	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRD sub- subfamily
5731	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRE sub- subfamily
5732	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRG1 sub- subfamily
5733	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRG2 sub- subfamily
5734	ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRG3 sub- subfamily
